"date","PX_LAST","PUT_CALL_OPEN_INTEREST_RATIO","EQY_INST_PCT_SH_OUT","PX_VOLUME"
1990-03-20,74.87,NA,NA,NA
1990-03-21,74.4,NA,NA,NA
1990-03-22,73.49,NA,NA,NA
1990-03-23,73.64,NA,NA,NA
1990-03-24,NA,NA,NA,NA
1990-03-25,NA,NA,NA,NA
1990-03-26,73.35,NA,NA,NA
1990-03-27,73.84,NA,NA,NA
1990-03-28,74.13,NA,NA,NA
1990-03-29,73.96,NA,NA,NA
1990-03-30,73.57,NA,NA,NA
1990-03-31,NA,NA,NA,NA
1990-04-01,NA,NA,NA,NA
1990-04-02,73.28,NA,NA,NA
1990-04-03,74.14,NA,NA,NA
1990-04-04,73.48,NA,NA,NA
1990-04-05,73.28,NA,NA,NA
1990-04-06,73.26,NA,NA,NA
1990-04-07,NA,NA,NA,NA
1990-04-08,NA,NA,NA,NA
1990-04-09,73.2,NA,NA,NA
